Active Std,Idle Min,Subflow Fwd Packets,Fwd IAT Total,Avg Bwd Segment Size,Fwd PSH Flags,Active Min,Fwd Packet Length Mean,min_seg_size_forward,Bwd Packet Length Max,Idle Max,Flow IAT Std,Bwd Packet Length Std,Subflow Bwd Packets,Flow IAT Mean,Fwd Packet Length Std,Down/Up Ratio,Idle Mean,Bwd IAT Std,Bwd IAT Max,Fwd Header Length,Total Length of Fwd Packets,Max Packet Length,Bwd Packet Length Min,Idle Std,ACK Flag Count,Bwd Packets/s,Packet Length Std,Total Fwd Packets,Fwd IAT Std,Fwd IAT Max,Bwd IAT Min,Packet Length Variance,Average Packet Size,Avg Fwd Segment Size,act_data_pkt_fwd,Active Max,Min Packet Length,Active Mean,Fwd Packet Length Min,Fwd Packets/s,Flow Duration,Fwd IAT Min,Subflow Fwd Bytes,Packet Length Mean,Fwd Header Length.1,Total Backward Packets,Bwd Packet Length Mean,Flow IAT Max,URG Flag Count,Flow IAT Min,Fwd IAT Mean,Bwd IAT Total,Init_Win_bytes_backward,SYN Flag Count,Bwd IAT Mean,Init_Win_bytes_forward,PSH Flag Count,Flow Packets/s,Bwd Header Length,Subflow Bwd Bytes,Total Length of Bwd Packets,Fwd Packet Length Max,Target
-0.051005617,-0.09040289,-0.10892398,-0.14023626,-0.2557658,-0.11459484,-0.06471987,-0.32140282,0.15358254,-0.21079029,-0.11486173,0.37044647,-0.25529513,-0.09365574,0.43942922,-0.35024142,-0.4270544,-0.10631858,-0.18056217,-0.16457072,-0.12736353,-0.085898496,-0.25761122,-0.13594796,-0.08986959,-0.3553553,-0.28216818,-0.3208158,-0.10892398,0.44633257,0.0707304,-0.21536222,-0.1781401,-0.30829233,-0.32140282,-0.092894696,-0.07151035,-0.14081249,-0.0712431,-0.14081249,-0.27266547,-0.16137384,-0.027260669,-0.085898496,-0.3051496,-0.12736353,-0.09365574,-0.2557658,0.051901862,-0.32082808,-0.022745019,0.37321213,-0.25448662,0.5213769,-0.11459484,-0.25560227,0.36166185,0.3553553,-0.28236127,-0.1044127,-0.23142596,-0.23142596,-0.33264762,1
-0.11402674,-0.26642433,-0.010349748,-0.36356506,-0.567314,-0.24080558,-0.09115292,-0.32518023,0.002843091,-0.48816785,-0.27918753,-0.268905,-0.44750097,-0.0100121405,-0.22080192,-0.23961006,-1.0025811,-0.27777502,-0.23870888,-0.27198094,0.0013815194,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,-0.011745362,-0.48244593,-0.010349748,-0.2680182,-0.29635394,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.20075013,-0.3726586,-0.12690592,-0.05987461,-0.5851636,0.0013815194,-0.0100121405,-0.567314,-0.30863172,2.7613368,-0.05488633,-0.20463105,-0.34855953,-0.23154053,-0.24080558,-0.19365293,0.6370489,-0.58990675,-0.19614393,0.0017744572,-0.0074664764,-0.0074665425,-0.29123715,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.567314,-0.24080558,-0.09115292,-0.32518023,0.002852998,-0.48816785,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.22081041,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.001381179,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,0.36881292,-0.48244593,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.1640964,-0.37266257,-0.12692428,-0.05987461,-0.5851636,0.001381179,-0.0100121405,-0.567314,-0.3086397,2.7613368,-0.05486923,-0.20464881,-0.34855953,-0.23207709,-0.24080558,-0.19365293,-0.4390752,-0.58990675,-0.10016853,0.0017818591,-0.0074664764,-0.0074665425,-0.29123715,0
0.14495519,4.126129,0.04939722,3.5360365,5.4657316,-0.24080558,0.03695021,-0.1779785,0.002852998,4.670984,3.8792195,0.96894264,2.8007822,0.05824576,0.001197327,0.21923989,0.42727914,4.0493793,2.0228493,3.9929216,0.0014509576,0.087230176,3.44305,-0.69075996,0.07000206,-0.6337249,-0.16842851,3.0416977,0.04939722,2.1770937,3.7263718,-0.12563406,1.8149056,4.6209316,-0.1779785,0.0008922685,0.054502416,-0.7625252,0.10929436,-0.35986084,-0.25206342,3.511905,-0.12691426,0.08736139,4.90224,0.0014509576,0.05824576,5.4657316,3.7378132,-0.3621434,-0.054887075,0.042334307,3.6608233,-0.24431078,-0.24080558,-0.026476698,1.4948523,1.695183,-0.27078682,0.0032869056,0.044691507,0.044690732,0.98204654,0
-0.051005617,-0.09040289,-0.10892398,-0.17318943,-0.2557658,-0.11459484,-0.06471987,-0.32140282,0.15358254,-0.21079029,-0.11486173,0.22068521,-0.25529513,-0.09365574,0.28142574,-0.35024142,-0.4270544,-0.10631858,-0.18056217,-0.16457072,-0.12736353,-0.085898496,-0.25761122,-0.13594796,-0.08986959,-0.3553553,-0.282166,-0.3208158,-0.10892398,0.2782867,0.003893639,-0.21536222,-0.1781401,-0.30829233,-0.32140282,-0.092894696,-0.07151035,-0.14081249,-0.0712431,-0.14081249,-0.2726594,-0.19377798,-0.027241938,-0.085898496,-0.3051496,-0.12736353,-0.09365574,-0.2557658,-0.013363986,-0.32082808,-0.017491756,0.24229212,-0.25448662,0.5213769,-0.11459484,-0.25560227,0.36166185,0.3553553,-0.28235698,-0.1044127,-0.23142596,-0.23142596,-0.33264762,1
-0.11402674,-0.26642433,-0.011544688,-0.36357054,0.04610902,-0.24080558,-0.09115292,0.05656545,0.002852998,-0.27412578,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.21479823,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.001381179,-0.052454703,-0.29843003,1.679867,-0.08756452,-0.6337249,-0.16738485,-0.30168775,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.19469258,0.20741192,0.05656545,-0.008960576,-0.15108922,2.176466,-0.11972603,0.8708566,-0.25189164,-0.37184075,-0.12692428,-0.052531637,0.0033575022,0.001381179,-0.0100121405,0.04610902,-0.30693263,-0.3621434,-0.0456633,-0.20464881,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.46192583,-0.58990675,-0.2704545,0.0017744572,-0.007397603,-0.00739767,-0.19270925,0
-0.11402674,-0.26642433,-0.010349748,-0.36357018,0.1518716,-0.24080558,-0.09115292,-0.16367245,0.002852998,-0.23722197,-0.27918753,-0.26890376,-0.44750097,-0.00911401,-0.22080354,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198073,0.0013825406,-0.053582713,-0.27050853,2.0885959,-0.08756452,-0.6337249,0.05849967,-0.17699313,-0.010349748,-0.2680182,-0.2963645,-0.12563384,-0.1848566,0.013055792,-0.16367245,-0.0075530265,-0.15108922,0.4808941,-0.11972603,0.16082728,-0.21490607,-0.3726565,-0.12692305,-0.053661328,-0.042654138,0.0013825406,-0.00911401,0.1518716,-0.30862805,-0.3621434,-0.05488633,-0.20464762,-0.34855944,-0.25793955,-0.24080558,-0.1936526,-0.46192583,-0.58990675,-0.19871797,0.0018015974,-0.0073049795,-0.0073050475,-0.24955228,0
-0.11402674,-0.26642433,-0.010349748,-0.36357045,-0.25002623,-0.24080558,-0.09115292,-0.09025982,0.002852998,-0.37745643,-0.27918753,-0.26890716,-0.44750097,-0.00911401,-0.22080718,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198064,0.0013825406,-0.050762694,-0.3766102,0.53542644,-0.08756452,-0.6337249,0.11311223,-0.40742245,-0.010349748,-0.2680182,-0.29636505,-0.12563372,-0.19908026,-0.21940938,-0.09025982,-0.0075530265,-0.15108922,1.0460848,-0.11972603,0.3975037,-0.20596397,-0.37265798,-0.12692395,-0.050837107,-0.23847115,0.0013825406,-0.00911401,-0.25002623,-0.30863068,-0.3621434,-0.05488633,-0.20464848,-0.3485594,-0.25793955,-0.24080558,-0.19365248,-0.46192583,-0.58990675,-0.18137409,0.0018015974,-0.0073952274,-0.007395295,-0.2306046,0
-0.051005617,-0.09040289,-0.10892398,-0.16911705,-0.2557658,-0.11459484,-0.06471987,-0.32140282,0.15358254,-0.21079029,-0.11486173,0.23918779,-0.25529513,-0.09365574,0.30095187,-0.35024142,-0.4270544,-0.10631858,-0.18056217,-0.16457072,-0.12736353,-0.085898496,-0.25761122,-0.13594796,-0.08986959,-0.3553553,-0.2821663,-0.3208158,-0.10892398,0.29904634,0.012151841,-0.21536222,-0.1781401,-0.30829233,-0.32140282,-0.092894696,-0.07151035,-0.14081249,-0.0712431,-0.14081249,-0.2726602,-0.18977346,-0.027237082,-0.085898496,-0.3051496,-0.12736353,-0.09365574,-0.2557658,-0.0052998825,-0.32082808,-0.021398028,0.2584713,-0.25448662,0.5213769,-0.11459484,-0.25560227,0.36166185,0.3553553,-0.28235754,-0.1044127,-0.23142596,-0.23142596,-0.33264762,1
-0.11402674,-0.26642433,-0.010349748,-0.3635705,-0.32758546,-0.24080558,-0.09115292,-0.14898993,0.002852998,-0.40451923,-0.27918753,-0.26889873,-0.44750097,-0.00911401,-0.22080046,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198064,0.0013825406,-0.053018708,-0.39708596,0.235692,-0.08756452,-0.6337249,0.026559193,-0.42528516,-0.010349748,-0.2680182,-0.29636517,-0.12563372,-0.19946332,-0.32103348,-0.14898993,-0.0075530265,-0.15108922,0.5939322,-0.11972603,0.20816258,-0.22013588,-0.37265524,-0.12692417,-0.053096484,-0.32407424,0.0013825406,-0.00911401,-0.32758546,-0.30862483,-0.3621434,-0.054887075,-0.20464869,-0.3485594,-0.25793955,-0.24080558,-0.19365248,-0.46192583,-0.58990675,-0.20886165,0.0018015974,-0.007412644,-0.0074127107,-0.24576274,0
