Active Std,Idle Min,Subflow Fwd Packets,Fwd IAT Total,Avg Bwd Segment Size,Fwd PSH Flags,Active Min,Fwd Packet Length Mean,min_seg_size_forward,Bwd Packet Length Max,Idle Max,Flow IAT Std,Bwd Packet Length Std,Subflow Bwd Packets,Flow IAT Mean,Fwd Packet Length Std,Down/Up Ratio,Idle Mean,Bwd IAT Std,Bwd IAT Max,Fwd Header Length,Total Length of Fwd Packets,Max Packet Length,Bwd Packet Length Min,Idle Std,ACK Flag Count,Bwd Packets/s,Packet Length Std,Total Fwd Packets,Fwd IAT Std,Fwd IAT Max,Bwd IAT Min,Packet Length Variance,Average Packet Size,Avg Fwd Segment Size,act_data_pkt_fwd,Active Max,Min Packet Length,Active Mean,Fwd Packet Length Min,Fwd Packets/s,Flow Duration,Fwd IAT Min,Subflow Fwd Bytes,Packet Length Mean,Fwd Header Length.1,Total Backward Packets,Bwd Packet Length Mean,Flow IAT Max,URG Flag Count,Flow IAT Min,Fwd IAT Mean,Bwd IAT Total,Init_Win_bytes_backward,SYN Flag Count,Bwd IAT Mean,Init_Win_bytes_forward,PSH Flag Count,Flow Packets/s,Bwd Header Length,Subflow Bwd Bytes,Total Length of Bwd Packets,Fwd Packet Length Max,Target
-0.11402674,-0.26642433,-0.010349748,-0.36356893,-0.11958569,-0.24080558,-0.09115292,-0.12451905,0.002852998,-0.33194175,-0.27918753,-0.26891735,-0.44750097,-0.00911401,-0.22080451,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.2719774,0.0013825406,-0.0520787,-0.3421737,1.0395253,-0.08756452,-0.6337249,0.07087853,-0.32882637,-0.010349748,-0.2680182,-0.2963619,-0.12562868,-0.19616482,-0.1520834,-0.12451905,-0.0075530265,-0.15108922,0.7823291,-0.11972603,0.2870547,-0.21287918,-0.3726569,-0.12691882,-0.052155077,-0.18175913,0.0013825406,-0.00911401,-0.11958569,-0.3086347,-0.3621434,-0.05486923,-0.20464353,-0.34855786,-0.25793955,-0.24080558,-0.1936476,-0.46192583,-0.58990675,-0.1947867,0.0018015974,-0.0073659364,-0.007366004,-0.23944685,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.567314,4.1527276,-0.09115292,-0.32518023,0.002843091,-0.48816785,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.22080968,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.0013806685,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,0.33781722,-0.48244593,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.16917153,-0.37266248,-0.12692428,-0.05987461,-0.5851636,0.0013806685,-0.0100121405,-0.567314,-0.3086395,2.7613368,-0.054868117,-0.20464881,-0.34855953,-0.23325753,4.1527276,-0.19365293,-0.32790455,-0.58990675,-0.110012166,0.0017744572,-0.0074664764,-0.0074665425,-0.29123715,0
-0.11402674,-0.26642433,-0.010349748,-0.36357042,-0.12663653,-0.24080558,-0.09115292,-0.1538841,0.002843091,-0.334402,-0.27918753,-0.26891384,-0.44750097,-0.00911401,-0.22080767,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.2719774,0.0013815194,-0.05320671,-0.34403512,1.0122768,-0.08756452,-0.6337249,0.122445635,-0.3216813,-0.010349748,-0.2680182,-0.296365,-0.12562868,-0.19580038,-0.18003003,-0.1538841,-0.0075530265,-0.15108922,0.55625284,-0.11972603,0.19238414,-0.20443575,-0.3726582,-0.12692383,-0.053284764,-0.20529997,0.0013815194,-0.00911401,-0.12663653,-0.30863428,-0.3621434,-0.05488596,-0.20464838,-0.34855786,-0.25793955,-0.24080558,-0.1936476,-0.46192583,-0.58990675,-0.17840998,0.0017867937,-0.0073675197,-0.007367587,-0.24702592,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,0.12366825,-0.24080558,-0.09115292,-0.06089477,0.002852998,-0.24706298,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.16465698,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.001381179,-0.05471072,-0.27795425,1.9796015,-0.08756452,-0.6337249,-0.16833203,-0.21507442,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.18839557,0.14135623,-0.06089477,-0.008960576,-0.15108922,1.2721609,-0.11972603,0.49217427,-0.25204673,-0.36498687,-0.12692428,-0.054791015,-0.043010812,0.001381179,-0.0100121405,0.12366825,-0.29269558,-0.3621434,0.031113489,-0.20464881,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.46192583,-0.58990675,-0.2707553,0.0017818591,-0.0073888944,-0.0073889615,-0.22302553,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.10548402,-0.24080558,-0.09115292,0.04188292,0.002852998,-0.32702124,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.21335101,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.001381179,-0.052736707,-0.33845082,1.0940225,-0.08756452,-0.6337249,-0.16759036,-0.37700364,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.19818965,0.08292237,0.04188292,-0.008960576,-0.15108922,2.0634277,-0.11972603,0.82352126,-0.25192526,-0.37164295,-0.12692428,-0.05281406,-0.084028974,0.001381179,-0.0100121405,-0.10548402,-0.3065217,-0.3621434,-0.04344732,-0.20464881,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.46192583,-0.58990675,-0.27051976,0.0017744572,-0.007414623,-0.00741469,-0.1964988,0
-0.11402674,-0.26642433,-0.010349748,-0.36357042,-0.22534828,-0.24080558,-0.09115292,-0.13920158,0.002852998,-0.36884555,-0.27918753,-0.25632685,-0.44750097,-0.00911401,-0.21045579,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198064,0.0013825406,-0.052642707,-0.3700952,0.6307965,-0.08756452,-0.6337249,-0.16803479,-0.3770558,-0.010349748,-0.2680182,-0.296365,-0.12563372,-0.19819143,-0.2397342,-0.13920158,-0.0075530265,-0.15108922,0.66929096,-0.11972603,0.23971942,-0.25199804,-0.36841315,-0.12692383,-0.05271992,-0.25559178,0.0013825406,-0.00911401,-0.22534828,-0.29981327,-0.3621434,-0.05488596,-0.20464838,-0.3485594,-0.25793955,-0.24080558,-0.19365248,-0.46192583,-0.58990675,-0.2706609,0.0018015974,-0.007389686,-0.007389753,-0.2432364,0
-0.11402674,-0.26642433,-0.010349748,-0.36356696,-0.567314,-0.24080558,-0.09115292,-0.32518023,0.002852998,-0.48816785,-0.27918753,-0.26892453,-0.44750097,-0.010910271,-0.2207961,-0.23961006,-1.0025811,-0.27777502,-0.23870888,-0.27198094,0.0013825406,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,-0.16844583,-0.48244593,-0.010349748,-0.2680182,-0.29635784,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.17224169,-0.3726606,-0.12691227,-0.05987461,-0.5851636,0.0013825406,-0.010910271,-0.567314,-0.30863565,-0.3621434,-0.054847296,-0.20463718,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.43874016,-0.58990675,-0.19337921,0.0017621208,-0.0074664764,-0.0074665425,-0.29123715,0
-0.083636716,0.49061263,0.0063794022,3.5027065,-0.21703838,-0.24080558,-0.021433108,-0.19242573,0.002852998,1.2229385,0.42922938,0.56229496,0.90260494,0.0016635533,0.7496681,0.108827,-1.0025811,0.4631761,0.6659096,0.46059585,0.0014019423,-0.018990498,0.8342518,-0.69075996,-0.086250015,-0.6337249,-0.16844264,0.36293063,0.0063794022,0.6245679,0.3889392,-0.1254332,-0.08404987,-0.32188037,-0.19242573,-0.0075530265,-0.07619726,-0.7625252,-0.05197214,-0.35986084,-0.25206476,3.4744117,-0.1268483,-0.019017566,-0.27019262,0.0014019423,0.0016635533,-0.21703838,0.38070208,-0.3621434,-0.054870717,0.62698865,3.455214,-0.15706523,-0.24080558,0.72970396,1.4948523,1.695183,-0.27079037,0.0020433918,-0.006915882,-0.0069159563,0.2569822,0
-0.11402674,-0.26642433,-0.010349748,-0.36357048,-0.112534866,-0.24080558,-0.09115292,-0.10494235,0.002843091,-0.3294815,-0.27918753,-0.268895,-0.44750097,-0.00911401,-0.22079763,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198088,0.0013815194,-0.051326696,-0.34031227,1.0667739,-0.08756452,-0.6337249,0.00418157,-0.33239895,-0.010349748,-0.2680182,-0.2963651,-0.12563406,-0.19634081,-0.13175857,-0.10494235,-0.0075530265,-0.15108922,0.9330466,-0.11972603,0.3501684,-0.22379993,-0.37265408,-0.12692405,-0.05140195,-0.16463853,0.0013815194,-0.00911401,-0.112534866,-0.30862227,-0.3621434,-0.054887075,-0.20464858,-0.3485595,-0.25793955,-0.24080558,-0.19365281,-0.46192583,-0.58990675,-0.21596834,0.0017867937,-0.007364353,-0.0073644207,-0.23439413,0
-0.051005617,-0.09040289,-0.10892398,-0.1628639,-0.2557658,-0.11459484,-0.06471987,-0.32140282,0.15358254,-0.21079029,-0.11486173,0.2677089,-0.25529513,-0.09365574,0.33093446,-0.35024142,-0.4270544,-0.10631858,-0.18056217,-0.16457072,-0.12736353,-0.085898496,-0.25761122,-0.13594796,-0.08986959,-0.3553553,-0.28216675,-0.3208158,-0.10892398,0.33108813,0.024865268,-0.21536222,-0.1781401,-0.30829233,-0.32140282,-0.092894696,-0.07151035,-0.14081249,-0.0712431,-0.14081249,-0.2726614,-0.18362448,-0.027384153,-0.085898496,-0.3051496,-0.12736353,-0.09365574,-0.2557658,0.00711473,-0.32082808,-0.02395731,0.28331456,-0.25448662,0.5213769,-0.11459484,-0.25560227,0.36166185,0.3553553,-0.2823584,-0.1044127,-0.23142596,-0.23142596,-0.33264762,1
