Active Std,Idle Min,Subflow Fwd Packets,Fwd IAT Total,Avg Bwd Segment Size,Fwd PSH Flags,Active Min,Fwd Packet Length Mean,min_seg_size_forward,Bwd Packet Length Max,Idle Max,Flow IAT Std,Bwd Packet Length Std,Subflow Bwd Packets,Flow IAT Mean,Fwd Packet Length Std,Down/Up Ratio,Idle Mean,Bwd IAT Std,Bwd IAT Max,Fwd Header Length,Total Length of Fwd Packets,Max Packet Length,Bwd Packet Length Min,Idle Std,ACK Flag Count,Bwd Packets/s,Packet Length Std,Total Fwd Packets,Fwd IAT Std,Fwd IAT Max,Bwd IAT Min,Packet Length Variance,Average Packet Size,Avg Fwd Segment Size,act_data_pkt_fwd,Active Max,Min Packet Length,Active Mean,Fwd Packet Length Min,Fwd Packets/s,Flow Duration,Fwd IAT Min,Subflow Fwd Bytes,Packet Length Mean,Fwd Header Length.1,Total Backward Packets,Bwd Packet Length Mean,Flow IAT Max,URG Flag Count,Flow IAT Min,Fwd IAT Mean,Bwd IAT Total,Init_Win_bytes_backward,SYN Flag Count,Bwd IAT Mean,Init_Win_bytes_forward,PSH Flag Count,Flow Packets/s,Bwd Header Length,Subflow Bwd Bytes,Total Length of Bwd Packets,Fwd Packet Length Max,Target
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.22182286,-0.24080558,-0.09115292,-0.10494235,0.002843091,-0.36761543,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.20212999,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.0013806685,-0.055556726,-0.36916447,0.6444208,-0.08756452,-0.6337249,-0.1681039,-0.38265234,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.19837773,-0.1533537,-0.10494235,-0.008960576,-0.15108922,0.9330466,-0.11972603,0.3501684,-0.25200936,-0.3701091,-0.12692428,-0.05563828,-0.2498849,0.0013806685,-0.0100121405,-0.22182286,-0.3033356,-0.3621434,-0.02626557,-0.20464881,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.46192583,-0.58990675,-0.27068284,0.0017744572,-0.0074276854,-0.007427752,-0.23439413,0
-0.11402674,0.16574097,-0.0019851727,-0.16329005,1.5860122,-0.24080558,0.45067146,-0.12180006,0.002852998,1.4246793,0.12506221,-0.00043289844,2.5095384,-0.006419619,-0.10860179,0.010137639,-1.0025811,0.14503999,-0.22672439,-0.26548263,0.0013924117,-0.024630534,0.9868893,-0.69075996,-0.08756452,-0.6337249,-0.16842392,1.216157,-0.0019851727,0.16156141,0.09469564,-0.12560827,0.26809716,0.6131825,-0.12180006,-0.004737928,0.13050911,-0.7625252,0.3541824,-0.35986084,-0.2520589,-0.17324951,-0.12692395,-0.024666006,0.6375336,0.0013924117,-0.006419619,1.5860122,0.08472358,-0.3621434,-0.05488633,-0.12382083,-0.3425074,-0.24506198,-0.24080558,-0.18885906,1.4948523,1.695183,-0.2707817,0.0018657469,-0.0062576234,-0.0062577063,-0.017127484,0
-0.08626141,4.1109824,0.012354099,3.5360365,2.6605015,-0.24080558,0.29345006,-0.102378726,0.002843091,3.0299947,3.850883,1.8093842,2.3895366,0.010644856,0.42355448,0.03380193,0.42727914,4.0271506,3.7977023,3.9566555,0.0013981982,0.030077811,2.2014742,-0.69075996,0.027853675,-0.6337249,-0.16844042,1.8447213,0.012354099,3.5712366,3.6989596,-0.12563406,0.67862695,1.9581695,-0.102378726,0.0022998177,0.0637012,-0.7625252,0.22920899,-0.35986084,-0.25206456,3.5028923,-0.12692383,0.03012386,2.0817907,0.0013981982,0.010644856,2.6605015,3.7102394,-0.3621434,-0.054887075,0.42369688,3.6608233,-0.21919951,-0.24080558,0.35653317,0.087092444,1.695183,-0.27078983,0.0020655973,0.0012314033,0.0012312188,0.12055895,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.5461615,-0.24080558,-0.09115292,-0.2958152,0.002843091,-0.4807871,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.22081746,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.0013806685,-0.059222747,-0.45479038,-0.60901415,-0.08756452,1.5779718,1.1478381,-0.48244593,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.1999934,-0.58525616,-0.2958152,-0.008960576,-0.15108922,-0.53644896,-0.11972603,-0.26519027,-0.036541443,-0.37266353,-0.12692428,-0.059309766,-0.55306244,0.0013806685,-0.0100121405,-0.5461615,-0.3086417,2.7613368,-0.05488001,-0.20464881,-0.34855953,1.4865422,-0.24080558,-0.19365293,-0.46031758,-0.58990675,0.14723468,0.0017744572,-0.007464101,-0.0074641677,-0.2836581,0
-0.11402674,-0.26642433,-0.010349748,-0.3635689,-0.5461615,-0.24080558,-0.09115292,-0.3153919,0.0028463933,-0.4807871,-0.27918753,-0.2689233,-0.44750097,-0.00911401,-0.2208168,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.2719774,0.0013818598,-0.059410747,-0.45479038,-0.60901415,-0.08756452,-0.6337249,0.60583884,-0.47530082,-0.010349748,-0.2680182,-0.29636183,-0.12562868,-0.19998512,-0.60812163,-0.3153919,-0.0075530265,-0.15108922,-0.68716645,-0.11972603,-0.328304,-0.12528658,-0.37266195,-0.12691872,-0.05949805,-0.56590295,0.0013818598,-0.00911401,-0.5461615,-0.30864096,-0.3621434,-0.054880757,-0.20464343,-0.34855786,-0.25783223,-0.24080558,-0.1936476,-0.39323992,1.695183,-0.02489372,0.0017867937,-0.007461726,-0.007461793,-0.2887108,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.1019586,-0.24080558,-0.09115292,-0.036423888,0.002843091,-0.32579112,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.18422647,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.0013806685,-0.054240715,-0.33752012,1.1076467,-0.08756452,-0.6337249,-0.16827117,-0.3449944,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.19692829,0.0041636825,-0.036423888,-0.008960576,-0.15108922,1.4605578,-0.11972603,0.57106644,-0.25203675,-0.36766186,-0.12692428,-0.054320313,-0.13931426,0.0013806685,-0.0100121405,-0.1019586,-0.2982521,-0.3621434,0.0011484952,-0.20464881,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.46192583,-0.58990675,-0.27073598,0.0017744572,-0.0074142274,-0.0074142944,-0.21670964,0
-0.11402674,-0.26642433,-0.010349748,-0.36357045,0.102515735,-0.24080558,-0.09115292,-0.15877827,0.002852998,-0.25444373,-0.27918753,-0.26890454,-0.44750097,-0.00911401,-0.22080524,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.2719808,0.0013825406,-0.05339471,-0.28353855,1.8978558,-0.08756452,-0.6337249,0.081086665,-0.20378725,-0.010349748,-0.2680182,-0.29636505,-0.12563394,-0.1873957,-0.018701743,-0.15877827,-0.0075530265,-0.15108922,0.51857346,-0.11972603,0.17660572,-0.21120773,-0.3726572,-0.12692395,-0.053473044,-0.0694051,0.0013825406,-0.00911401,0.102515735,-0.3086289,-0.3621434,-0.054886702,-0.20464848,-0.34855947,-0.25793955,-0.24080558,-0.1936527,-0.46192583,-0.58990675,-0.19154479,0.0017867937,-0.007316062,-0.0073161307,-0.2482891,0
-0.11402674,-0.26642433,-0.010349748,-0.36357045,-0.23944996,-0.24080558,-0.09115292,-0.18324915,0.002852998,-0.37376606,-0.27918753,-0.26298064,-0.44750097,-0.00911401,-0.21593086,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198073,0.0013825406,-0.054334715,-0.37381804,0.5762993,-0.08756452,-0.6337249,-0.16757472,-0.3681244,-0.010349748,-0.2680182,-0.29636505,-0.12563384,-0.19787309,-0.28419474,-0.18324915,-0.0075530265,-0.15108922,0.33017662,-0.11972603,0.09771357,-0.2519227,-0.37065834,-0.12692395,-0.05441445,-0.29304314,0.0013825406,-0.00911401,-0.23944996,-0.3044769,-0.3621434,-0.05488633,-0.20464848,-0.34855944,-0.25793955,-0.24080558,-0.1936526,-0.46192583,-0.58990675,-0.27051482,0.0018114665,-0.0073928526,-0.00739292,-0.254605,0
-0.03218455,0.543926,0.025498433,3.5360365,-0.3039148,-0.24080558,-0.091136806,-0.073130205,0.002843091,-0.33071163,1.8460633,0.922754,-0.23335327,0.014237377,0.25991872,-0.10459806,-1.0025811,1.4486411,2.147856,1.9039897,0.0014080693,0.09512622,-0.34124297,-0.69075996,3.035347,1.5779718,-0.16843951,-0.3141172,0.025498433,1.7399219,1.7595481,-0.12563384,-0.19539653,-0.31375042,-0.073130205,0.03185835,-0.093022294,-0.7625252,-0.081505306,-0.35986084,-0.25206417,3.5044153,-0.12692395,0.0952692,-0.2566092,0.0014080693,0.014237377,-0.3039148,1.7593924,-0.3621434,-0.05488633,0.20089485,3.6608233,-0.038055006,-0.24080558,0.2761496,-0.44470412,-0.58990675,-0.2707893,0.0021667562,-0.006638408,-0.006638486,-0.17502476,0
-0.11402674,-0.26642433,-0.010349748,-0.3635705,-0.112534866,-0.24080558,-0.09115292,-0.16367245,0.002852998,-0.3294815,-0.27918753,-0.26888067,-0.44750097,-0.00911401,-0.22078598,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198088,0.0013825406,-0.053582713,-0.34031227,1.0667739,-0.08756452,-0.6337249,-0.05118223,-0.31096366,-0.010349748,-0.2680182,-0.29636517,-0.12563406,-0.19522268,-0.17748943,-0.16367245,-0.0075530265,-0.15108922,0.4808941,-0.11972603,0.16082728,-0.23286499,-0.3726493,-0.12692417,-0.053661328,-0.2031599,0.0013825406,-0.00911401,-0.112534866,-0.3086123,-0.3621434,-0.054887075,-0.20464869,-0.3485595,-0.25793955,-0.24080558,-0.19365281,-0.46192583,-0.58990675,-0.23355082,0.0018015974,-0.007364353,-0.0073644207,-0.24955228,0
