Active Std,Idle Min,Subflow Fwd Packets,Fwd IAT Total,Avg Bwd Segment Size,Fwd PSH Flags,Active Min,Fwd Packet Length Mean,min_seg_size_forward,Bwd Packet Length Max,Idle Max,Flow IAT Std,Bwd Packet Length Std,Subflow Bwd Packets,Flow IAT Mean,Fwd Packet Length Std,Down/Up Ratio,Idle Mean,Bwd IAT Std,Bwd IAT Max,Fwd Header Length,Total Length of Fwd Packets,Max Packet Length,Bwd Packet Length Min,Idle Std,ACK Flag Count,Bwd Packets/s,Packet Length Std,Total Fwd Packets,Fwd IAT Std,Fwd IAT Max,Bwd IAT Min,Packet Length Variance,Average Packet Size,Avg Fwd Segment Size,act_data_pkt_fwd,Active Max,Min Packet Length,Active Mean,Fwd Packet Length Min,Fwd Packets/s,Flow Duration,Fwd IAT Min,Subflow Fwd Bytes,Packet Length Mean,Fwd Header Length.1,Total Backward Packets,Bwd Packet Length Mean,Flow IAT Max,URG Flag Count,Flow IAT Min,Fwd IAT Mean,Bwd IAT Total,Init_Win_bytes_backward,SYN Flag Count,Bwd IAT Mean,Init_Win_bytes_forward,PSH Flag Count,Flow Packets/s,Bwd Header Length,Subflow Bwd Bytes,Total Length of Bwd Packets,Fwd Packet Length Max,Target
-0.11402674,-0.26642433,-0.010349748,-0.36357042,-0.567314,-0.24080558,-0.09115292,-0.32518023,0.002843091,-0.48816785,-0.27918753,-0.26892453,-0.44750097,-0.010910271,-0.22082134,-0.23961006,-1.0025811,-0.27777502,-0.23870888,-0.27198094,0.0013815194,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,-0.16844583,-0.48244593,-0.010349748,-0.2680182,-0.296365,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,1.9031738,-0.37266406,-0.12692383,-0.05987461,-0.5851636,0.0013815194,-0.010910271,-0.567314,-0.3086428,-0.3621434,-0.05488596,-0.20464838,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.45301342,-0.58990675,1.8193392,0.0017621208,-0.0074664764,-0.0074665425,-0.29123715,0
-0.11402674,-0.26642433,-0.010349748,-0.3635705,-0.3557888,-0.24080558,-0.09115292,-0.16856663,0.002852998,-0.41436026,-0.27918753,-0.26890612,-0.44750097,-0.00911401,-0.22080548,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198,0.0013825406,-0.053770714,-0.4045317,0.12669766,-0.08756452,-0.6337249,0.0846857,-0.43243024,-0.010349748,-0.2680182,-0.29636517,-0.1256327,-0.19958757,-0.35660192,-0.16856663,-0.0075530265,-0.15108922,0.4432147,-0.11972603,0.14504886,-0.21061845,-0.3726573,-0.12692417,-0.053849608,-0.35403532,0.0013825406,-0.00911401,-0.3557888,-0.30862972,-0.3621434,-0.054887075,-0.20464869,-0.34855908,-0.25793955,-0.24080558,-0.19365151,-0.46192583,-0.58990675,-0.19040179,0.0018015974,-0.007418977,-0.007419044,-0.25081545,0
-0.11402674,-0.26642433,-0.009154809,-0.36357042,-0.567314,-0.24080558,-0.09115292,-0.32518023,0.002852998,-0.48816785,-0.27918753,-0.2689243,-0.44750097,-0.010910271,-0.22082183,-0.23961006,-1.0025811,-0.27777502,-0.23870888,-0.27198094,0.001383902,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,-0.16844583,-0.48244593,-0.009154809,-0.26801786,-0.29636505,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,2.9807932,-0.37266406,-0.12692417,-0.05987461,-0.5851636,0.001383902,-0.010910271,-0.567314,-0.3086429,-0.3621434,-0.054887075,-0.20464858,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.43538964,-0.58990675,2.8644042,0.0017621208,-0.0074664764,-0.0074665425,-0.29123715,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.567314,-0.24080558,-0.09115292,-0.32518023,0.002852998,-0.48816785,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.19774806,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.001381179,-0.059786752,-0.46037468,-0.69075996,-0.08756452,1.5779718,-0.16816883,-0.48244593,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.1999934,-0.63098705,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.25202,-0.36951014,-0.12692428,-0.05987461,-0.5851636,0.001381179,-0.0100121405,-0.567314,-0.30209142,2.7613368,-0.019555923,-0.20464881,-0.34855953,-0.23078933,-0.24080558,-0.19365293,-0.4414876,-0.58990675,-0.27070346,0.0017818591,-0.0074664764,-0.0074665425,-0.29123715,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,-0.5461615,-0.24080558,-0.09115292,-0.2958152,0.002843091,-0.4807871,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.22082159,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.0013806685,-0.059222747,-0.45479038,-0.60901415,-0.08756452,1.5779718,8.60678,-0.48244593,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.1999934,-0.58525616,-0.2958152,-0.008960576,-0.15108922,-0.53644896,-0.11972603,-0.26519027,1.1847608,-0.3726641,-0.12692428,-0.059309766,-0.55306244,0.0013806685,-0.0100121405,-0.5461615,-0.3086429,2.7613368,-0.05488633,-0.20464881,-0.34855953,-0.23068202,-0.24080558,-0.19365293,-0.44229174,-0.58990675,2.5160491,0.0017744572,-0.007464101,-0.0074641677,-0.2836581,0
-0.11402674,-0.26642433,-0.010349748,-0.36356893,-0.36636508,-0.24080558,-0.09115292,-0.12451905,0.002852998,-0.41805062,-0.27918753,-0.2689205,-0.44750097,-0.00911401,-0.22080709,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.2719774,0.0013825406,-0.0520787,-0.40732384,0.08582478,-0.08756452,-0.6337249,0.11161457,-0.45386556,-0.010349748,-0.2680182,-0.2963619,-0.12562868,-0.19986089,-0.3299256,-0.12451905,-0.0075530265,-0.15108922,0.7823291,-0.11972603,0.2870547,-0.2062092,-0.37265795,-0.12691882,-0.052155077,-0.3315645,0.0013825406,-0.00911401,-0.36636508,-0.3086369,-0.3621434,-0.05486923,-0.20464353,-0.34855786,-0.25793955,-0.24080558,-0.1936476,-0.46192583,-0.58990675,-0.18184972,0.0018015974,-0.007421352,-0.007421419,-0.23944685,0
-0.11402674,-0.26642433,-0.011544688,-0.36357054,0.27526128,-0.24080558,-0.09115292,-0.09025982,0.002843091,-0.19416754,-0.27918753,-0.26892453,-0.44750097,-0.0100121405,-0.16338676,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.27198094,0.0013806685,-0.05527472,-0.23793344,2.5654461,-0.08756452,-0.6337249,-0.16833454,-0.12281246,-0.011544688,-0.2680182,-0.29636526,-0.12563416,-0.17901045,0.22011493,-0.09025982,-0.008960576,-0.15108922,1.0460848,-0.11972603,0.3975037,-0.25204712,-0.36481324,-0.12692428,-0.055355858,0.012274475,0.0013806685,-0.0100121405,0.27526128,-0.2923349,-0.3621434,0.033058465,-0.20464881,-0.34855953,-0.25793955,-0.24080558,-0.19365293,-0.46192583,-0.58990675,-0.2707561,0.0017744572,-0.007371874,-0.0073719416,-0.2306046,0
-0.11402674,-0.26642433,-0.0031801122,-0.35411224,1.177377,-0.24080558,-0.09115292,0.31228614,0.002843091,1.3078172,-0.27918753,-0.26195025,1.8729783,-0.0028270981,-0.21510538,0.37103108,0.42727914,-0.27777502,-0.22716956,-0.26513642,0.0013874761,0.038161863,0.89847124,-0.66351134,-0.08756452,-0.6337249,-0.16781697,1.1349169,-0.0031801122,-0.2574342,-0.2898367,-0.12563372,0.22439256,1.011737,0.31228614,0.0008922685,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.2519738,-0.36016092,-0.12691882,0.03821996,1.0484284,0.0013874761,-0.0028270981,1.177377,-0.3022769,-0.3621434,-0.05488596,-0.20028637,-0.3388051,6.7749314,-0.24080558,-0.18978971,1.4948523,1.695183,-0.27060282,0.001875616,-0.005703467,-0.0057035573,0.32140428,0
-0.11402674,-0.26642433,-0.010349748,-0.36357045,-0.1019586,-0.24080558,-0.09115292,-0.17835498,0.0028596027,-0.32579112,-0.27918753,-0.26586023,-0.44750097,-0.00911401,-0.21829467,-0.23961006,0.42727914,-0.27777502,-0.23870888,-0.2719774,0.0013832214,-0.054146715,-0.33752012,1.1076467,-0.08756452,-0.6337249,-0.16676012,-0.300246,-0.010349748,-0.2680182,-0.29636505,-0.12562868,-0.1946077,-0.18130033,-0.17835498,-0.0075530265,-0.15108922,0.36785597,-0.11972603,0.113492,-0.25178933,-0.37162766,-0.12692395,-0.05422617,-0.20637,0.0013832214,-0.00911401,-0.1019586,-0.30649358,-0.3621434,-0.05488633,-0.20464848,-0.34855786,-0.25793955,-0.24080558,-0.1936476,-0.46192583,-0.58990675,-0.27025607,0.0018015974,-0.0073619783,-0.007362046,-0.25334182,0
-0.11402674,-0.26642433,-0.0043750517,-0.35394028,-0.5637886,-0.24080558,-0.09115292,-0.32518023,0.002843091,-0.48447746,-0.27918753,-0.26190618,-0.44290724,-0.005521489,-0.21388485,-0.23961006,-1.0025811,-0.27777502,-0.22970033,-0.2647225,0.0013873059,-0.059786752,-0.45758253,-0.69075996,-0.08756452,1.5779718,-0.16798517,-0.4793881,-0.0043750517,-0.25766304,-0.28950673,-0.124740735,-0.19999188,-0.62864184,-0.32518023,-0.008960576,-0.15108922,-0.7625252,-0.11972603,-0.35986084,-0.25197735,-0.3612847,-0.12691882,-0.05987461,-0.58287066,0.0013873059,-0.005521489,-0.5637886,-0.3017453,2.7613368,-0.054884102,-0.19946678,-0.33698177,-0.2419499,-0.24080558,-0.18631639,0.637853,-0.58990675,-0.27063295,0.0018361395,-0.007464101,-0.0074641677,-0.29123715,0
